"index","position","company","key_words","city","state"
"4794","Associate Scientist in Exploratory Toxicology","R&D Partners","data, development, skills, analysis, years, management, technical, required, systems, related, teams, clinical, communication, computer, not, and/or, models, within, scientist, quality, responsibilities, candidate, highly","San Diego","CA"
"4795","Solutions Sales Executive West, Research Intelligence","Elsevier","data, research, development, skills, business, ability, working, management, technical, including, software, required, knowledge, environment, solutions, information, teams, opportunity, technology, products, status, projects, scientists, using, communication, tools, understanding, services, within, customer, complex, employment, customers, analytical, developing, scientific, excellent, medical, employer, responsible, disability, national, performance, gender, program, global, marketing, organization, programs","San Diego","CA"
"4796","Full Stack Java Developer","Genomatica, Inc.","development, skills, business, ability, years, working, technical, software, knowledge, engineering, systems, related, environment, solutions, scientists, using, communication, tools, computer, and/or, understanding, technologies, complex, quality, scientific, excellent, responsible, candidate, applications, expertise, highly, maintain, modeling","San Diego","CA"
"4797","Email Marketing Manager","American Council on Exercise","data, skills, business, ability, analysis, years, management, including, required, systems, information, teams, analytics, technology, projects, tools, requirements, not, across, understanding, role, customer, customers, advanced, performance, clients, expertise, insights, maintain, marketing, relevant, organization, programs","San Diego","CA"
"4798","Clinical Research Coordinator","UC San Diego","data, research, skills, ability, working, management, including, knowledge, related, environment, scientists, clinical, not, and/or, preferred, within, health, complex, qualifications, employment, medical, national, applications, program, reports, multiple, programs","San Diego","CA"
"4799","In Vitro Biology Scientist","Sigma Systems, Inc.","data, development, skills, business, years, working, knowledge, teams, project, clinical, communication, requirements, computer, within, scientist, scientific, excellent, responsibilities","San Diego","CA"
"4800","Medical Laboratory Technician","Prometheus Laboratories Inc.","data, skills, ability, working, required, knowledge, environment, projects, scientists, using, clinical, requirements, and/or, preferred, qualifications, analytical, scientific, medical, responsibilities, perform","San Diego","CA"
"4801","Chemistry Post-Doctoral Intern","HP","data, development, skills, analysis, working, management, technical, knowledge, engineering, systems, environment, solutions, technology, scientists, project, using, and/or, across, understanding, statistical, technologies, engineers, customers, analytical, quality, developing, responsible, responsibilities, performance, results, applications, reports, methods","San Diego","CA"
"4802","Senior/Research Associate, Quantitative Small-Scale","Genomatica, Inc.","data, research, development, skills, ability, analysis, years, working, knowledge, engineering, systems, environment, solutions, information, opportunity, technology, projects, scientists, using, communication, tools, computer, and/or, understanding, role, within, engineers, quality, developing, excellent, responsibilities, candidate, expertise, highly, modeling, relevant, perform","San Diego","CA"
"4803","Sr Hana Developer","Illumina","data, development, skills, business, ability, years, management, technical, required, systems, environment, solutions, information, opportunity, status, projects, scientists, project, using, communication, requirements, not, across, models, role, within, health, employment, customers, into, quality, building, developing, excellent, medical, employer, disability, national, performance, candidate, gender, applications, expertise, marketing, modeling, reports, multiple, internal","San Diego","CA"
"4804","System Test Engineer","Cymer","data, research, development, skills, ability, analysis, years, working, management, technical, including, software, required, knowledge, engineering, systems, related, environment, information, technology, status, scientists, project, using, communication, tools, requirements, computer, and/or, understanding, preferred, customer, complex, problems, engineers, customers, into, building, developing, advanced, excellent, responsibilities, performance, results, program, operations, marketing, reports, organization, statistics, programs, perform","San Diego","CA"
"4805","Bioinformatics Engineer 2","Illumina","data, development, skills, ability, analysis, years, working, management, software, engineering, environment, solutions, information, teams, opportunity, status, scientists, using, communication, tools, requirements, computer, understanding, preferred, statistical, role, employment, into, quality, techniques, excellent, medical, employer, disability, responsibilities, national, performance, candidate, results, python, gender, maintain, internal, statistics, algorithms","San Diego","CA"
"4806","Associate Scientist","R&D Partners","data, development, skills, ability, analysis, years, working, technical, including, required, environment, projects, using, clinical, communication, understanding, into, scientist, techniques, developing, scientific, excellent, responsible, candidate, results, expertise, maintain, relevant, reports","San Diego","CA"
"4807","Staff Software Architect","Cymer","data, development, skills, business, ability, analysis, years, working, management, technical, including, software, required, knowledge, engineering, systems, related, environment, solutions, information, technology, products, projects, scientists, project, using, communication, tools, requirements, computer, and/or, understanding, role, within, customer, technologies, complex, problems, engineers, customers, quality, building, developing, advanced, excellent, performance, results, clients, program, programming, relevant, reports, internal, perform","San Diego","CA"
"4808","Systems Test Engineer","ASML","data, research, development, skills, ability, analysis, years, working, management, technical, including, software, required, engineering, systems, related, environment, information, technology, status, scientists, project, using, communication, tools, computer, and/or, understanding, customer, complex, problems, engineers, customers, into, advanced, employer, responsibilities, performance, results, program, operations, marketing, reports, statistics, programs, perform","San Diego","CA"
"4809","Stormwater Team Manager","AECOM","data, development, skills, business, ability, analysis, working, management, technical, including, software, required, knowledge, engineering, systems, related, information, teams, opportunity, projects, scientists, project, using, communication, requirements, not, and/or, preferred, qualifications, engineers, employment, into, quality, excellent, employer, responsibilities, performance, candidate, clients, expertise, highly, marketing, modeling, reports, multiple","San Diego","CA"
"4810","Staff Software Architect","ASML","data, development, skills, business, ability, analysis, years, working, management, technical, including, software, required, knowledge, engineering, systems, related, environment, solutions, information, technology, products, projects, scientists, using, communication, tools, requirements, computer, and/or, understanding, role, customer, complex, qualifications, problems, engineers, customers, developing, advanced, employer, performance, results, clients, program, programming, relevant, reports, perform","San Diego","CA"
"4811","Mechanical Design Engineer","General Atomics","data, development, skills, ability, analysis, years, working, technical, software, required, knowledge, engineering, systems, related, solutions, opportunity, projects, scientists, project, communication, requirements, computer, understanding, within, technologies, complex, qualifications, problems, advanced, excellent, results, organization, perform","San Diego","CA"
"4812","Machine Learning Architect","Workbridge Associates","data, development, skills, learning, required, knowledge, related, solutions, analytics, technology, using, computer, not, and/or, across, into, results, python, looking, expertise, global, marketing, statistics","San Diego","CA"
"4813","Mechanical Engineer","ASML","data, research, development, skills, ability, analysis, years, management, technical, including, required, engineering, systems, related, environment, information, technology, products, scientists, project, using, communication, tools, requirements, and/or, understanding, within, customer, technologies, complex, problems, engineers, customers, quality, developing, advanced, excellent, employer, responsible, performance, applications, expertise, modeling, relevant, perform","San Diego","CA"
"4814","PHP Web Developer","Platform Science","data, development, skills, business, ability, years, working, management, technical, environment, solutions, technology, scientists, tools, requirements, across, understanding, within, health, technologies, problems, customers, into, building, results, python, looking, applications","San Diego","CA"
"4815","Field Application Engineer","Memjet","data, development, skills, ability, years, management, technical, software, engineering, systems, teams, opportunity, technology, products, scientists, across, understanding, preferred, within, customer, technologies, problems, engineers, developing, excellent, global, algorithms","San Diego","CA"
"4816","Tools & Application Software Engineer","Brain Corporation","data, development, years, management, including, software, knowledge, systems, related, environment, teams, technology, products, tools, computer, complex, engineers, into, developing, responsible, applications, global, internal","San Diego","CA"
"4817","Senior Operations Research Analyst","Engility","data, research, development, skills, analysis, years, management, technical, including, software, required, knowledge, systems, related, solutions, information, products, status, projects, project, using, communication, tools, requirements, and/or, across, preferred, statistical, role, services, within, customers, quality, advanced, employer, disability, national, results, gender, applications, program, operations, modeling, organization, statistics, perform","San Diego","CA"
"4818","Principal Scientist âImmuno Biologics/Protein Engineer","Takeda Pharmaceutical","data, research, skills, ability, analysis, years, working, technical, including, required, knowledge, engineering, related, environment, teams, technology, scientists, project, tools, and/or, across, understanding, preferred, role, within, technologies, complex, problems, employment, scientist, techniques, scientific, excellent, responsible, candidate, applications, expertise, global, highly, maintain, relevant, reports, organization, internal, programs","San Diego","CA"
"4819","Software Engineer - Customer Solutions","Illumina","data, development, skills, business, ability, learning, years, working, management, software, required, knowledge, systems, related, environment, solutions, information, teams, opportunity, products, status, scientists, project, communication, tools, requirements, computer, across, preferred, statistical, role, services, customer, health, technologies, employment, analytical, quality, building, developing, medical, employer, disability, national, performance, gender, looking, applications, operations, global, insights, programming, methods, multiple, organization, internal, algorithms","San Diego","CA"
"4820","Staff System Performance Engineer","Cymer","data, research, development, skills, business, ability, analysis, years, management, technical, including, software, required, knowledge, engineering, systems, related, environment, solutions, teams, technology, products, scientists, project, using, communication, tools, requirements, computer, and/or, across, understanding, models, role, customer, complex, engineers, customers, into, analytical, techniques, building, developing, advanced, excellent, responsible, responsibilities, performance, candidate, results, python, operations, global, highly, marketing, relevant, methods, multiple, organization, programs, perform","San Diego","CA"
"4821","Manager, Systems Design","Cymer","data, development, skills, business, ability, learning, years, working, management, technical, including, required, knowledge, engineering, systems, environment, solutions, information, teams, technology, products, status, projects, scientists, project, communication, and/or, understanding, preferred, role, within, customer, complex, problems, engineers, into, quality, building, developing, advanced, excellent, responsibilities, performance, candidate, results, global, highly, multiple, organization, perform","San Diego","CA"
"4822","Project Administrator/Project Accountant","Kleinfelder","data, skills, ability, working, management, including, software, required, knowledge, engineering, environment, solutions, opportunity, scientists, project, tools, not, and/or, understanding, preferred, services, engineers, employment, advanced, excellent, medical, employer, candidate, clients","San Diego","CA"
"4823","Lead Analytic Scientist (AI/Machine Learning/Java)","FICO","data, research, skills, ability, learning, analysis, years, working, including, software, engineering, related, environment, solutions, teams, analytics, opportunity, technology, projects, using, communication, computer, and/or, understanding, models, statistical, within, customer, technologies, problems, customers, analytical, quality, techniques, building, python, program, operations, highly, modeling, relevant, methods, statistics, algorithms","San Diego","CA"
"4824","Software Engineer","ASML","data, development, skills, business, ability, analysis, years, management, technical, including, software, required, knowledge, engineering, systems, related, environment, solutions, information, teams, technology, projects, scientists, using, communication, tools, requirements, computer, not, and/or, within, customer, complex, problems, engineers, customers, developing, advanced, employer, results, looking, clients, program, programming, relevant, reports, perform","San Diego","CA"
"4825","Senior Staff Scientist, R&D - San Diego","Instrumentation Laboratory","research, development, skills, business, ability, learning, years, management, technical, software, required, knowledge, systems, related, solutions, products, projects, clinical, communication, requirements, computer, and/or, understanding, preferred, complex, qualifications, customers, scientist, analytical, quality, scientific, advanced, medical, employer, responsibilities, results, program, expertise, global, maintain, relevant, reports, methods, perform","San Diego","CA"
"4826","Architect (Deep / Machine Learning, Big Data)","Workbridge Associates","data, skills, learning, years, working, including, software, required, knowledge, engineering, related, environment, solutions, analytics, technology, products, computer, not, across, services, health, technologies, building, medical, results, python, applications, expertise, operations","San Diego","CA"
"4827","Implementation Engineer","SAS Institute","data, development, skills, business, ability, learning, years, working, management, technical, software, engineering, systems, related, information, analytics, opportunity, technology, products, status, projects, project, communication, requirements, computer, not, understanding, preferred, role, customer, technologies, qualifications, engineers, employment, customers, techniques, advanced, excellent, employer, disability, responsibilities, national, looking, program, expertise, modeling, internal, perform","San Diego","CA"
"4828","High Throughput Screening Scientific Leader","Vertex","data, research, skills, ability, years, related, environment, solutions, teams, technology, projects, project, using, clinical, and/or, across, role, complex, qualifications, employment, scientist, scientific, responsible, responsibilities, applications, expertise, insights, relevant","San Diego","CA"
"4829","Software Engineer","Cymer","data, development, skills, business, ability, analysis, years, working, management, technical, including, software, required, knowledge, engineering, systems, related, environment, solutions, information, teams, technology, projects, scientists, project, using, communication, tools, requirements, computer, not, and/or, role, within, customer, complex, problems, engineers, customers, quality, developing, advanced, excellent, results, looking, clients, program, programming, relevant, reports, internal, perform","San Diego","CA"
"4830","Director, Clinical Development","Xencor","data, research, development, skills, business, ability, analysis, years, working, management, including, software, required, knowledge, environment, information, teams, opportunity, technology, project, clinical, communication, not, statistical, role, within, into, scientist, quality, scientific, excellent, medical, responsibilities, candidate, program, expertise, operations, highly, maintain, relevant, multiple, internal, programs, perform","San Diego","CA"
"4831","Process Development Associate I/II","Genomatica, Inc.","data, development, skills, analysis, years, technical, including, required, knowledge, engineering, systems, related, environment, technology, products, scientists, project, communication, within, engineers, techniques, scientific, responsible, responsibilities, results, operations, highly, maintain, relevant, reports, methods, multiple, perform","San Diego","CA"
"4832","GIS System Administrator","Kleinfelder, Inc.","data, development, skills, business, ability, years, working, management, technical, including, software, required, knowledge, systems, related, environment, solutions, information, opportunity, technology, products, status, scientists, project, using, computer, not, and/or, understanding, preferred, role, services, customer, health, complex, problems, engineers, employment, customers, developing, advanced, excellent, medical, employer, responsible, performance, candidate, python, clients, applications, expertise, operations, maintain, modeling, relevant, reports, organization, internal","San Diego","CA"
"4833","Scientist/Senior Scientist in Antibody Drug Conjugation (ADC) Process Development and Manufacturing","Sorrento Therapeutics","data, research, development, skills, years, working, management, technical, including, required, knowledge, related, environment, teams, opportunity, technology, products, projects, project, using, clinical, communication, not, and/or, role, qualifications, scientist, analytical, techniques, developing, medical, employer, disability, results, looking, expertise, maintain, relevant, reports, methods, multiple, organization, programs, perform","San Diego","CA"
"4834","Director, Bioinformatics","Pathway Genomics","data, research, development, skills, ability, analysis, years, management, technical, required, engineering, related, teams, opportunity, scientists, clinical, communication, tools, computer, and/or, understanding, role, problems, engineers, developing, excellent, medical, responsible, performance, python, expertise, operations, programming, methods","San Diego","CA"
"4835","Associate Web Developer","Illumina","data, development, business, ability, years, working, technical, including, software, knowledge, solutions, information, teams, opportunity, technology, status, projects, scientists, project, using, requirements, not, and/or, across, services, within, health, employment, customers, into, quality, developing, medical, employer, disability, national, performance, gender, looking, applications, expertise, global, highly, multiple, internal","San Diego","CA"
"4836","Sr. Associate Scientist, Cell & Molecular Biology","Celgene Corporation","data, research, development, skills, business, ability, analysis, years, including, software, required, knowledge, environment, teams, opportunity, status, scientists, project, clinical, communication, requirements, not, and/or, across, understanding, models, preferred, within, health, technologies, employment, scientist, quality, scientific, advanced, excellent, medical, disability, responsibilities, national, candidate, gender, applications, global, relevant, methods","San Diego","CA"
"4837","Statistical/Sr. Statistical Programmer","NEUROCRINE BIOSCIENCES","data, skills, ability, analysis, years, management, including, knowledge, related, environment, projects, clinical, communication, computer, across, statistical, health, developing, excellent, responsible, programming, statistics, programs","San Diego","CA"
"4838","High Throughput Screening Scientific Leader","Vertex Pharmaceuticals","data, research, skills, ability, years, related, environment, solutions, teams, technology, projects, project, using, clinical, and/or, across, role, complex, qualifications, employment, scientist, scientific, responsible, responsibilities, applications, expertise, insights, relevant","San Diego","CA"
"4839","Sr. Associate Scientist, CRISPR / Target Validation","Celgene Corporation","data, research, development, skills, business, analysis, years, management, technical, including, required, knowledge, related, environment, solutions, teams, opportunity, technology, status, scientists, project, using, communication, tools, requirements, not, across, understanding, models, preferred, services, within, health, problems, employment, into, scientist, quality, scientific, excellent, medical, disability, responsibilities, national, candidate, results, gender, global, highly, maintain, relevant, reports, methods, internal, programs, perform","San Diego","CA"
"4840","Research Associate, Protein Engineering","Encodia","data, research, skills, ability, learning, years, including, engineering, related, opportunity, scientists, tools, requirements, within, technologies, engineers, developing, excellent, medical, employer, candidate, highly, relevant, perform","San Diego","CA"
"4841","Principal Software Engineer, Big Data & ML Platforms","Intuit","data, development, skills, business, ability, learning, years, working, management, technical, including, software, engineering, systems, related, environment, solutions, teams, analytics, technology, products, scientists, communication, tools, requirements, computer, across, understanding, role, services, customer, technologies, complex, qualifications, problems, engineers, customers, analytical, quality, building, developing, excellent, responsible, responsibilities, results, applications, operations, global, highly, insights, multiple, organization","San Diego","CA"
"4842","Software Manager","Cymer","data, development, skills, business, ability, analysis, years, working, management, technical, including, software, required, knowledge, engineering, systems, related, environment, solutions, information, teams, opportunity, technology, projects, scientists, project, using, communication, tools, requirements, computer, not, and/or, understanding, within, customer, complex, problems, engineers, customers, into, quality, building, developing, advanced, excellent, responsible, responsibilities, results, clients, applications, global, relevant, reports, organization, internal, perform","San Diego","CA"
"4843","GIS System Administrator","Kleinfelder","data, development, skills, business, ability, years, working, management, technical, including, software, required, knowledge, systems, related, environment, solutions, information, opportunity, technology, products, status, scientists, project, using, computer, not, and/or, understanding, preferred, role, services, customer, health, complex, problems, engineers, employment, customers, developing, advanced, excellent, medical, employer, responsible, performance, candidate, python, clients, applications, expertise, operations, maintain, modeling, relevant, reports, organization, internal","San Diego","CA"
"4844","Analytical Chemist","Dexcom","data, research, development, skills, ability, analysis, years, working, management, including, software, required, knowledge, engineering, related, environment, solutions, opportunity, technology, products, status, projects, scientists, tools, requirements, not, understanding, preferred, statistical, role, within, engineers, employment, analytical, quality, techniques, building, scientific, employer, responsible, disability, responsibilities, national, candidate, gender, applications, operations, maintain, relevant, methods, organization, perform","San Diego","CA"
"4845","Machine Learning and Cloud Services Project Engineer","General Atomics Aeronautical Systems","research, development, learning, years, management, technical, software, required, knowledge, engineering, systems, related, technology, products, project, communication, and/or, understanding, services, within, qualifications, building, advanced, responsible, responsibilities, looking, applications, operations, maintain","San Diego","CA"
"4846","Machine Learning Camera Engineer","Advanced Technical Resources Inc.","learning, years, technical, software, related, solutions, opportunity, technology, products, across, advanced, clients, expertise, internal","San Diego","CA"
"4847","Senior Clinical Writing Scientist","Whiz Finder Corporation","data, research, development, analysis, years, including, environment, analytics, products, scientists, clinical, communication, and/or, statistical, complex, scientific, medical, results, multiple, organization, perform","San Diego","CA"
"4848","Principal Scientist, Computational Biology (Oncology)","Celgene Corporation","data, research, development, skills, business, ability, analysis, years, working, including, required, knowledge, systems, teams, analytics, opportunity, status, projects, scientists, using, communication, tools, requirements, not, and/or, across, statistical, role, health, technologies, complex, problems, employment, scientist, developing, scientific, excellent, medical, disability, responsibilities, national, candidate, results, gender, expertise, global, programming, relevant, reports, methods, organization, internal, programs, perform, algorithms","San Diego","CA"
"4849","Project Administrator/Project Accountant","Kleinfelder, Inc.","data, skills, ability, working, management, including, software, required, knowledge, engineering, environment, solutions, opportunity, scientists, project, tools, not, and/or, understanding, preferred, services, engineers, employment, advanced, excellent, medical, employer, candidate, clients","San Diego","CA"
"4850","Data Driven Marketing Analytics Manager, Director","UnionBank","data, skills, business, ability, analysis, years, working, management, technical, including, required, knowledge, information, analytics, opportunity, products, scientists, using, communication, tools, not, and/or, understanding, models, preferred, statistical, role, customer, customers, into, analytical, techniques, advanced, excellent, responsible, responsibilities, performance, operations, global, highly, insights, modeling, relevant, reports, multiple, organization, internal, statistics, algorithms","San Diego","CA"
"4851","Systems Performance Engineer","ASML","data, development, skills, ability, analysis, management, technical, including, software, required, knowledge, engineering, systems, related, environment, solutions, information, teams, technology, products, scientists, project, using, communication, tools, requirements, computer, and/or, across, understanding, models, role, customer, complex, engineers, customers, into, analytical, techniques, developing, advanced, employer, responsible, responsibilities, performance, candidate, results, python, operations, global, marketing, reports, methods, multiple, organization, programs, perform","San Diego","CA"
"4852","Senior Machine Learning Architect","AllianceData","data, skills, business, ability, learning, analysis, years, working, technical, including, software, required, engineering, systems, environment, solutions, information, teams, analytics, opportunity, technology, status, communication, requirements, computer, not, and/or, across, understanding, statistical, role, services, customer, health, technologies, complex, problems, engineers, employment, into, quality, techniques, building, excellent, employer, responsible, disability, national, candidate, results, python, gender, expertise, operations, global, insights, marketing, modeling, organization, internal, statistics, programs, algorithms","San Diego","CA"
"4853","Translational Scientist I/II","QualStaff Resources","data, research, development, skills, ability, analysis, years, working, including, knowledge, related, environment, teams, projects, using, clinical, communication, across, within, excellent, results, maintain, modeling, reports, multiple, organization, internal, programs, perform","San Diego","CA"
"4854","Principal Functional Architect","Cymer","data, development, skills, business, ability, analysis, years, working, management, technical, including, software, required, engineering, systems, related, environment, solutions, information, teams, technology, scientists, project, communication, requirements, and/or, understanding, role, customer, technologies, complex, problems, engineers, into, building, developing, advanced, excellent, responsibilities, performance, candidate, results, looking, highly, modeling, perform","San Diego","CA"
"4855","Principal Scientist â Peptide Chemist, Peptide Synthesis Chemistry - San Diego, CA","Takeda Pharmaceutical","data, research, development, skills, ability, years, working, management, technical, including, required, knowledge, related, environment, solutions, teams, products, scientists, project, using, clinical, communication, and/or, understanding, within, health, technologies, problems, employment, scientist, analytical, quality, techniques, scientific, excellent, responsible, candidate, looking, program, expertise, highly, relevant, reports, methods, organization, internal, programs","San Diego","CA"
"4856","Scientist - Translational","R&D Partners","data, research, development, skills, years, including, knowledge, systems, related, projects, using, clinical, communication, not, understanding, scientist, techniques, developing, scientific, advanced, excellent, responsible, responsibilities, candidate, expertise, reports, methods, organization, internal","San Diego","CA"
"4857","Scientist","BioPhase Solutions","data, development, analysis, years, knowledge, related, projects, project, using, communication, preferred, technologies, techniques, developing, responsible, maintain, relevant, reports, perform","San Diego","CA"
"4858","Senior Machine Learning Architect","Epsilon","data, skills, business, ability, learning, analysis, years, working, technical, including, software, required, engineering, systems, environment, solutions, information, teams, analytics, opportunity, technology, status, communication, requirements, computer, not, and/or, across, understanding, statistical, role, services, customer, health, technologies, complex, problems, engineers, employment, into, quality, techniques, building, excellent, employer, responsible, disability, national, candidate, results, python, gender, expertise, operations, global, insights, marketing, modeling, organization, internal, statistics, programs, algorithms","San Diego","CA"
"4859","Senior Research Associate","Ferring Pharmaceuticals, Inc.","data, research, development, skills, ability, years, working, including, knowledge, related, environment, teams, products, projects, project, and/or, understanding, models, health, into, scientist, techniques, scientific, employer, responsible, disability, results, operations, maintain, reports, perform","San Diego","CA"
"4860","Research Associate (Cell Culture Technician)","NantKwest","research, development, skills, ability, years, working, required, knowledge, related, environment, using, communication, computer, across, role, quality, techniques, excellent, applications, expertise, highly, maintain, multiple, organization, perform","San Diego","CA"
"4861","Research Associate","Sunrise Systems Inc","data, research, development, business, analysis, years, working, scientists, project, not, and/or, scientist, medical, candidate, results, looking, global, maintain","San Diego","CA"
"4862","Technical Statistical Analyst","Advanced Technical Resources Inc.","data, years, technical, knowledge, engineering, solutions, opportunity, technology, products, computer, across, statistical, analytical, advanced, clients, expertise, internal","San Diego","CA"
"4863","Medical Assistant - Student Health","UC San Diego","data, ability, working, management, including, required, knowledge, information, scientists, clinical, requirements, computer, and/or, preferred, role, services, health, qualifications, employment, into, techniques, medical, results, maintain, perform","San Diego","CA"
"4864","Principal (Staff) Biostatistician","Dexcom","data, research, development, skills, business, ability, analysis, years, working, technical, including, required, knowledge, related, solutions, teams, analytics, technology, scientists, using, clinical, computer, not, and/or, models, preferred, statistical, health, complex, analytical, scientific, advanced, excellent, medical, responsible, responsibilities, results, python, expertise, global, insights, programming, modeling, reports, methods, internal, perform","San Diego","CA"
"4865","Quality Control / Attribute Sciences Sr. Manager / Director - Oncolytic Virus Program","Sorrento Therapeutics","data, development, skills, ability, analysis, years, working, management, technical, including, required, teams, opportunity, products, scientists, clinical, communication, requirements, understanding, preferred, within, health, into, analytical, quality, developing, medical, employer, responsible, disability, responsibilities, candidate, results, looking, program, reports, methods, perform","San Diego","CA"
"4866","Division Manager/Operations Research Analyst","Leidos","data, research, development, skills, business, ability, analysis, years, working, management, technical, including, software, knowledge, systems, related, environment, solutions, information, opportunity, technology, products, status, projects, requirements, computer, not, and/or, models, preferred, statistical, health, complex, employment, customers, techniques, scientific, medical, disability, national, results, gender, operations, global, maintain, modeling, relevant, reports, methods, programs, perform","San Diego","CA"
"4867","System Performance Engineer","Cymer","data, research, development, skills, business, ability, analysis, management, technical, including, software, required, knowledge, engineering, systems, related, environment, solutions, teams, technology, products, scientists, project, using, communication, tools, requirements, computer, and/or, across, understanding, models, preferred, role, customer, complex, engineers, customers, into, analytical, techniques, building, developing, advanced, excellent, responsible, responsibilities, performance, candidate, results, python, operations, global, marketing, reports, methods, multiple, organization, programs, perform","San Diego","CA"
"4868","Staff Software Engineer","Cymer","data, development, skills, business, ability, analysis, years, working, management, technical, including, software, required, knowledge, engineering, systems, related, environment, solutions, information, technology, products, projects, scientists, project, using, communication, tools, requirements, computer, and/or, understanding, role, within, customer, technologies, complex, problems, engineers, customers, quality, building, developing, advanced, excellent, performance, results, clients, program, programming, relevant, reports, internal, perform","San Diego","CA"
"4869","Manager, Scientific Research","Illumina","data, research, development, skills, business, ability, analysis, years, working, management, technical, including, required, engineering, solutions, information, teams, opportunity, technology, products, status, projects, scientists, project, using, and/or, across, within, technologies, complex, problems, engineers, employment, into, scientist, techniques, developing, scientific, advanced, medical, employer, responsible, disability, responsibilities, national, performance, candidate, gender, looking, program, global, highly, modeling, reports, methods, multiple, organization, internal, programs, perform","San Diego","CA"
"4870","Staff Engineer - Process Development","Illumina","data, development, skills, ability, analysis, years, working, management, technical, including, software, required, knowledge, engineering, systems, related, environment, solutions, information, teams, opportunity, technology, products, status, projects, project, communication, and/or, understanding, preferred, role, within, technologies, complex, engineers, employment, into, scientist, analytical, quality, medical, employer, responsible, disability, national, performance, candidate, gender, expertise, operations, highly, relevant, reports, multiple, organization, perform","San Diego","CA"
"4871","Interactive Designer","Platform Science","data, development, business, ability, years, working, management, software, environment, solutions, teams, technology, projects, scientists, tools, requirements, not, across, role, within, health, complex, problems, customers, into, candidate, results, looking, applications, highly, marketing","San Diego","CA"
"4872","Senior Scientist, Drug Safety & Pharmacovigilance","ACADIA Pharmaceuticals Inc.","data, development, skills, ability, analysis, years, management, including, required, knowledge, related, information, teams, products, clinical, communication, tools, computer, understanding, preferred, role, health, scientist, analytical, building, scientific, excellent, expertise, reports, perform","San Diego","CA"
"4873","Senior Product Manager, Data Science","Dassault SystĂšmes","data, research, skills, ability, learning, years, software, required, knowledge, engineering, solutions, teams, analytics, products, scientists, communication, tools, role, within, customer, complex, engineers, customers, developing, scientific, excellent, responsible, relevant, organization","San Diego","CA"
"4874","Principal Clinical Pharmacologist","Mallinckrodt","data, development, skills, ability, analysis, years, working, management, technical, including, required, knowledge, related, environment, solutions, teams, projects, project, clinical, communication, tools, requirements, across, understanding, preferred, role, into, scientific, excellent, medical, responsible, candidate, results, expertise, operations, highly, relevant, reports, methods, multiple, organization, internal, programs, algorithms","Bedminster","NJ"
"4875","Postdoctoral Associate","Rutgers University","research, development, skills, required, knowledge, environment, information, project, not, models, role, within, qualifications, employment, techniques, responsibilities","New Brunswick","NJ"
"4876","Operations Research Analyst IV","Scientific Research Corporation","data, research, development, skills, ability, analysis, technical, including, software, required, engineering, systems, related, environment, solutions, information, teams, opportunity, technology, products, status, scientists, communication, requirements, not, and/or, across, services, engineers, employment, scientific, advanced, excellent, employer, disability, national, gender, clients, applications, program, operations, global, highly, reports, organization, perform","San Diego","CA"
"4877","Laser Technician II","DRS Technologies","data, skills, analysis, years, technical, including, required, systems, environment, opportunity, technology, products, status, using, tools, requirements, computer, and/or, within, complex, engineers, employment, scientist, quality, disability, national, performance, results, applications, maintain, perform","San Diego","CA"
"4878","Principal Scientist, Bioinformatics / Single-Cell","Celgene Corporation","data, research, development, skills, business, ability, analysis, years, working, management, including, software, required, knowledge, systems, related, analytics, opportunity, status, using, clinical, communication, tools, requirements, computer, not, and/or, across, understanding, preferred, role, within, health, technologies, complex, employment, into, scientist, developing, scientific, excellent, medical, responsible, disability, responsibilities, national, performance, candidate, results, python, gender, expertise, global, maintain, programming, relevant, methods, organization, internal, programs, perform","San Diego","CA"
"4879","Cybersecurity Analyst â Threat Hunter","ViaSat","data, research, development, skills, business, ability, learning, analysis, years, working, management, including, required, knowledge, engineering, environment, teams, analytics, opportunity, technology, products, status, using, tools, requirements, computer, not, and/or, understanding, models, statistical, role, services, within, technologies, engineers, customers, scientist, analytical, techniques, building, developing, advanced, excellent, employer, candidate, python, looking, clients, expertise, operations, global, modeling, reports, methods, multiple, organization, internal, statistics, perform","San Diego","CA"
"4880","Technical Support Specialist","Bionano Genomics","data, development, skills, business, analysis, management, technical, including, knowledge, related, environment, solutions, information, teams, opportunity, products, status, using, communication, requirements, not, and/or, customer, complex, qualifications, problems, employment, customers, scientist, analytical, scientific, advanced, medical, employer, responsible, disability, national, candidate, gender, highly, relevant, methods","San Diego","CA"
"4881","Development Associate II (R&D)","Quidel Corporation","data, research, development, skills, ability, learning, analysis, working, management, technical, software, knowledge, engineering, related, solutions, information, opportunity, technology, products, status, projects, project, communication, tools, requirements, computer, and/or, statistical, customer, health, employment, scientist, analytical, quality, excellent, employer, disability, responsibilities, national, performance, maintain, reports, multiple, internal, perform","San Diego","CA"
"4882","Care Chatbot Interactive Experience Owner","Intuit","data, development, skills, business, ability, learning, working, management, technical, including, required, engineering, systems, related, environment, solutions, teams, analytics, technology, products, projects, project, communication, requirements, computer, across, understanding, role, services, customer, technologies, qualifications, problems, engineers, customers, scientist, analytical, quality, excellent, responsible, responsibilities, performance, results, operations, highly, multiple, internal, perform","San Diego","CA"
